"keyword","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"*/exe_to_dll.git*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","1","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*/exe_to_dll.git*","offensive_tool_keyword","exe_to_dll","Converts an EXE so that it can be loaded like a DLL.","T1055.002 - T1073.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/hasherezade/exe_to_dll","1","1","N/A","8","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*/pe2shc.exe*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","1","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*\exe_to_dll\*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","0","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll.exe*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","1","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll.exe*","offensive_tool_keyword","exe_to_dll","Converts an EXE so that it can be loaded like a DLL.","T1055.002 - T1073.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/hasherezade/exe_to_dll","1","1","N/A","8","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll_*.zip*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","1","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll_*_32bit.zip*","offensive_tool_keyword","exe_to_dll","Converts an EXE so that it can be loaded like a DLL.","T1055.002 - T1073.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/hasherezade/exe_to_dll","1","1","N/A","8","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll_*_64bit.zip*","offensive_tool_keyword","exe_to_dll","Converts an EXE so that it can be loaded like a DLL.","T1055.002 - T1073.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/hasherezade/exe_to_dll","1","1","N/A","8","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll-master*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","1","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*exe_to_dll-master*","offensive_tool_keyword","exe_to_dll","Converts an EXE so that it can be loaded like a DLL.","T1055.002 - T1073.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/hasherezade/exe_to_dll","1","1","N/A","8","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*hasherezade/exe_to_dll*","offensive_tool_keyword","exe_to_dll","Converts a EXE into DLL","T1027.004 - T1059.001","TA0002 - TA0005","N/A","N/A","Defense Evasion","https://github.com/hasherezade/exe_to_dll","1","1","N/A","5","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
"*hasherezade/exe_to_dll*","offensive_tool_keyword","exe_to_dll","Converts an EXE so that it can be loaded like a DLL.","T1055.002 - T1073.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/hasherezade/exe_to_dll","1","1","N/A","8","10","1129","181","2023-07-26T11:41:27Z","2020-04-16T16:27:00Z"
