"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_tags","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","metadata_entry_id"
"* nuages.formatImplantLastSeen*",".{0,1000}\snuages\.formatImplantLastSeen.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","2409"
"* NuagesImplant*",".{0,1000}\sNuagesImplant.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","2410"
"*!autoruns *",".{0,1000}!autoruns\s.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3800"
"*!files upload *",".{0,1000}!files\supload\s.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3801"
"*!handlers load *",".{0,1000}!handlers\sload\s.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3802"
"*!implants *",".{0,1000}!implants\s.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3803"
"*!modules load *",".{0,1000}!modules\sload\s.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3804"
"*!put */tmp*",".{0,1000}!put\s.{0,1000}\/tmp.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3807"
"*!tunnels --tcp*",".{0,1000}!tunnels\s\-\-tcp.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3808"
"*!use *aes256_py*",".{0,1000}!use\s.{0,1000}aes256_py.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3809"
"*!use *reflected_assembly*",".{0,1000}!use\s.{0,1000}reflected_assembly.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","3810"
"*/implant/callback*",".{0,1000}\/implant\/callback.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","1","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","8046"
"*/Nuages_Cli*",".{0,1000}\/Nuages_Cli.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","1","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","9319"
"*/nuagesAPI.js*",".{0,1000}\/nuagesAPI\.js.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","1","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","9320"
"*\Nuages_Cli*",".{0,1000}\\Nuages_Cli.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","0","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","17008"
"*before-create-implant-callback*",".{0,1000}before\-create\-implant\-callback.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","1","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","35782"
"*before-create-implant-io-bin*",".{0,1000}before\-create\-implant\-io\-bin.{0,1000}","offensive_tool_keyword","Nuages","A modular C2 framework","T1071 - T1090 - T1102 - T1027 - T1571","TA0011 - TA0003 - TA0010","N/A","Dispossessor","C2","https://github.com/p3nt4/Nuages","1","1","N/A","N/A","10","10","455","85","2025-04-10T15:34:19Z","2019-05-12T11:00:35Z","35783"
