"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_tags","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"*_USBSTOR#Disk&Ven_&Prod_&Rev_0000*53f56307-b6bf-11d0-94f2-00a0c91efb8b*",".{0,1000}._USBSTOR#Disk&Ven_&Prod_&Rev_0000.{0,1000}53f56307-b6bf-11d0-94f2-00a0c91efb8b.{0,1000}","offensive_tool_keyword","Hak5 BashBunny","multi-function USB attack tool enabling automation attack payloads and various exploits by emulating trusted USB devices like keyboards - network adapters and mass storage devices","T1056 - T1059 - T1204","TA0001 - TA0009 - TA0002","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid #linux","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*HID\VID_03EB&PID_2401&REV_0100*",".{0,1000}HID\\VID_03EB&PID_2401&REV_0100.{0,1000}","offensive_tool_keyword","Hak5 Rubber Ducky","keystroke injection tool","T1056 - T1204","TA0001 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*HID\VID_03EB&PID_2422&REV_0100*",".{0,1000}HID\\VID_03EB&PID_2422&REV_0100.{0,1000}","offensive_tool_keyword","Hak5 Rubber Ducky","keystroke injection tool","T1056 - T1204","TA0001 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*HID\VID_1B4F&PID_9207*",".{0,1000}HID\\VID_1B4F&PID_9207.{0,1000}","offensive_tool_keyword","Cactus WHID","advanced keystroke injection device","T1056 - T1204","TA0001 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_0B95&PID_772A\90CEA2*",".{0,1000}USB\\VID_0B95&PID_772A\\90CEA2.{0,1000}","offensive_tool_keyword","Hak5 Wifi Pineapple","rogue access point suite for advanced man-in-the-middle attacks","T1071 - T1078 - T1200","TA0001 - TA0009 - TA0006","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_0BDA&PID_8152\00E04C361BDE*",".{0,1000}USB\\VID_0BDA&PID_8152\\00E04C361BDE.{0,1000}","offensive_tool_keyword","Hak5 Lan turtle","ethernet extension device providing remote Access and MITM capabilities","T1071 - T1090 - T1040","TA0005 - TA0009 - TA0003","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_0BDA&PID_8152\00E04C3659E9*",".{0,1000}USB\\VID_0BDA&PID_8152\\00E04C3659E9.{0,1000}","offensive_tool_keyword","Hak5 Lan turtle","ethernet extension device providing remote Access and MITM capabilities","T1071 - T1090 - T1040","TA0005 - TA0009 - TA0003","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_10C4\&PID_EA60*",".{0,1000}USB\\VID_10C4\\&PID_EA60.{0,1000}","offensive_tool_keyword","Hak5 O.MG Cable","USB cable with an advanced implant hidden inside","T1056 - T1090","TA0005 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_16D0&PID_0753*",".{0,1000}USB\\VID_16D0&PID_0753.{0,1000}","offensive_tool_keyword","Digispark Attiny85","keystroke injection tool","T1056 - T1204","TA0001 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_18D1&PID_4EE7\KYLIN*",".{0,1000}USB\\VID_18D1&PID_4EE7\\KYLIN.{0,1000}","offensive_tool_keyword","Hak5 Screen Crab","stealthy video man-in-the-middle HDMI implant","T1071 - T1123 - T1560","TA0005 - TA0010 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_1915&PID_520C&MI_00\6&20A3E423*",".{0,1000}USB\\VID_1915&PID_520C&MI_00\\6&20A3E423.{0,1000}","offensive_tool_keyword","Nordic NRF52840","Logitech Unifying impersonator - used for keystroke injections","T1056 - T1078","TA0001 - TA0002","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_1B4F&PID_9208*",".{0,1000}USB\\VID_1B4F&PID_9208.{0,1000}","offensive_tool_keyword","Cactus WHID","advanced keystroke injection device","T1056 - T1204","TA0001 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*USB\VID_2341&PID_8037*",".{0,1000}USB\\VID_2341&PID_8037.{0,1000}","offensive_tool_keyword","Arduino Pro Micro","keystroke injection tool","T1056 - T1204","TA0001 - TA0009","N/A","N/A","Hardware","https://github.com/mthcht/awesome-lists/blob/main/Lists/suspicious_usb_ids_list.csv","1","0","#deviceid","can appear in windows eventid 6416","10","9","861","101","2025-03-02T16:01:12Z","2022-12-11T10:45:11Z"
"*VID_03EB&PID_2403*",".{0,1000}VID_03EB\&PID_2403\s.{0,1000}","offensive_tool_keyword","Hak5 Rubber Ducky","keystroke injection tool	","T1021 - T1056.001 - T1060 - T1573 - T1573.002","TA0002 - TA0007","N/A","N/A","Hardware","https://github.com/greghanley/ducky-decode-wiki/blob/master/Guide_Change_USB_VID_PID.wiki","1","0","#deviceid","can appear in windows eventid 6416","10","1","2","0","2015-03-15T02:45:33Z","2015-03-15T02:45:31Z"
"*VID_0483&PID_5740*",".{0,1000}VID_0483\&PID_5740.{0,1000}","offensive_tool_keyword","FlipperZero","Flipper ZeroFlipper Zero is a portable multi-tool for pentesters and geeks in a toy-like body","T1021 - T1056.001 - T1060 - T1573 - T1573.002","TA0002 - TA0007","N/A","N/A","Hardware","https://docs.flipper.net/qflipper/windows-debug","1","0","#deviceid","can appear in windows eventid 6416","10","10","N/A","N/A","N/A","N/A"
