"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"* evilginx*",".{0,1000}\sevilginx.{0,1000}","offensive_tool_keyword","gophish","Combination of evilginx2 and GoPhish","T1565-002 - T1565-003 - T1565-012 - T1110 - T1056-001 - T1113","TA0002 - TA0003","N/A","N/A","Credential Access - Collection","https://github.com/fin3ss3g0d/evilgophish","1","0","N/A","N/A","10","1535","293","2024-06-15T17:48:11Z","2022-09-07T02:47:43Z"
"*/evilginx*",".{0,1000}\/evilginx.{0,1000}","offensive_tool_keyword","gophish","Combination of evilginx2 and GoPhish","T1565-002 - T1565-003 - T1565-012 - T1110 - T1056-001 - T1113","TA0002 - TA0003","N/A","N/A","Credential Access - Collection","https://github.com/fin3ss3g0d/evilgophish","1","1","N/A","N/A","10","1535","293","2024-06-15T17:48:11Z","2022-09-07T02:47:43Z"
"*/gophish.db*",".{0,1000}\/gophish\.db.{0,1000}","offensive_tool_keyword","gophish","Open-Source Phishing Toolkit","T1566-001 - T1566-002 - T1566-003 - T1056-001 - T1113 - T1567-001","TA0002 - TA0003","N/A","N/A","C2","https://github.com/gophish/gophish","1","1","N/A","10","10","10856","2023","2024-06-12T11:52:50Z","2013-11-18T23:26:43Z"
"*/gophish/*",".{0,1000}\/gophish\/.{0,1000}","offensive_tool_keyword","gophish","Open-Source Phishing Toolkit","T1566-001 - T1566-002 - T1566-003 - T1056-001 - T1113 - T1567-001","TA0002 - TA0003","N/A","N/A","C2","https://github.com/gophish/gophish","1","1","N/A","10","10","10856","2023","2024-06-12T11:52:50Z","2013-11-18T23:26:43Z"
"*evilfeed.go*",".{0,1000}evilfeed\.go.{0,1000}","offensive_tool_keyword","gophish","Combination of evilginx2 and GoPhish","T1565-002 - T1565-003 - T1565-012 - T1110 - T1056-001 - T1113","TA0002 - TA0003","N/A","N/A","Credential Access - Collection","https://github.com/fin3ss3g0d/evilgophish","1","1","N/A","N/A","10","1535","293","2024-06-15T17:48:11Z","2022-09-07T02:47:43Z"
"*evilginx-linux*",".{0,1000}evilginx\-linux.{0,1000}","offensive_tool_keyword","gophish","Combination of evilginx2 and GoPhish","T1565-002 - T1565-003 - T1565-012 - T1110 - T1056-001 - T1113","TA0002 - TA0003","N/A","N/A","Credential Access - Collection","https://github.com/fin3ss3g0d/evilgophish","1","1","N/A","N/A","10","1535","293","2024-06-15T17:48:11Z","2022-09-07T02:47:43Z"
"*evilgophish*",".{0,1000}evilgophish.{0,1000}","offensive_tool_keyword","gophish","Combination of evilginx2 and GoPhish","T1565-002 - T1565-003 - T1565-012 - T1110 - T1056-001 - T1113","TA0002 - TA0003","N/A","N/A","Credential Access - Collection","https://github.com/fin3ss3g0d/evilgophish","1","1","N/A","N/A","10","1535","293","2024-06-15T17:48:11Z","2022-09-07T02:47:43Z"
"*gophish*phish.go*",".{0,1000}gophish.{0,1000}phish\.go.{0,1000}","offensive_tool_keyword","gophish","Gophish is an open-source phishing toolkit designed for businesses and penetration testers. It provides the ability to quickly and easily setup and execute phishing engagements and security awareness training.","T1566 - T1598","TA0008 - TA0009","N/A","N/A","Exploitation tools","https://github.com/gophish/gophish","1","1","N/A","N/A","10","10856","2023","2024-06-12T11:52:50Z","2013-11-18T23:26:43Z"
"*gophish.go*",".{0,1000}gophish\.go.{0,1000}","offensive_tool_keyword","gophish","Open-Source Phishing Toolkit","T1566-001 - T1566-002 - T1566-003 - T1056-001 - T1113 - T1567-001","TA0002 - TA0003","N/A","N/A","C2","https://github.com/gophish/gophish","1","1","N/A","10","10","10856","2023","2024-06-12T11:52:50Z","2013-11-18T23:26:43Z"
"*gophish/gophish*",".{0,1000}gophish\/gophish.{0,1000}","offensive_tool_keyword","gophish","Gophish is an open-source phishing toolkit designed for businesses and penetration testers. It provides the ability to quickly and easily setup and execute phishing engagements and security awareness training.","T1566 - T1598","TA0008 - TA0009","N/A","N/A","Exploitation tools","https://github.com/gophish/gophish","1","1","N/A","N/A","10","10856","2023","2024-06-12T11:52:50Z","2013-11-18T23:26:43Z"
"*localhost:1337*",".{0,1000}localhost\:1337.{0,1000}","offensive_tool_keyword","gophish","Combination of evilginx2 and GoPhish","T1565-002 - T1565-003 - T1565-012 - T1110 - T1056-001 - T1113","TA0002 - TA0003","N/A","N/A","Credential Access - Collection","https://github.com/fin3ss3g0d/evilgophish","1","1","N/A","N/A","10","1535","293","2024-06-15T17:48:11Z","2022-09-07T02:47:43Z"
