"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","Unnamed: 20"
"*/GoodSync-vsub-Setup.exe*",".{0,1000}\/GoodSync\-vsub\-Setup\.exe.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","1","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\DIRECTORY\BACKGROUND\SHELL\GOODSYNC*",".{0,1000}\\DIRECTORY\\BACKGROUND\\SHELL\\GOODSYNC.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\GoodSync-2*-*.log*",".{0,1000}\\GoodSync\-2.{0,1000}\-.{0,1000}\.log.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\GOODSYNC2GO.EXE*",".{0,1000}\\GOODSYNC2GO\.EXE.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\GOODSYNC2GO-V*.EXE*",".{0,1000}\\GOODSYNC2GO\-V.{0,1000}\.EXE.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\GoodSync-vsub-Setup.exe*",".{0,1000}\\GoodSync\-vsub\-Setup\.exe.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\gs-runner.exe*",".{0,1000}\\gs\-runner\.exe.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\GS-SERVER.EXE*",".{0,1000}\\GS\-SERVER\.EXE.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\Program Files\SIBER SYSTEMS\GOODSYNC\*",".{0,1000}\\Program\sFiles\\SIBER\sSYSTEMS\\GOODSYNC\\.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
"*\Siber Systems\GoodSync\*",".{0,1000}\\Siber\sSystems\\GoodSync\\.{0,1000}","greyware_tool_keyword","Goodsync","GoodSync is a backup and file synchronization program abused by attacker for data exfiltration","T1567.002 - T1020 - T1039","TA0010 ","N/A","N/A","Data Exfiltration","https://www.goodsync.com/","1","0","N/A","9","10","N/A","N/A","N/A","N/A",""
